2@0.9397260273972603,0.16666666666666666,0.8542538354253835,0.9067501739735561,0.8895066018068102,0.946490618485059,0.0743801652892562,0.08454106280193237,0.03765690376569038,0.07432432432432433,0.047018115204559334,0.047619047619047616,0.07027027027027027~0.021917808219178082,0.33333333333333337,0.6311018131101812,0.7362560890744607,0.6532314107018763,0.7505211952744961,0.2975206611570248,0.05475040257648953,0.02092050209205021,0.2922297297297297,0.24689599023000205,0.07142857142857142,0.03513513513513514
2@0.4794520547945206,0.16666666666666666,0.8647140864714086,0.9916492693110648,0.95135510771369,0.08130646282140376,0.4495867768595041,0.143317230273752,0.099581589958159,0.4054054054054055,0.3574190922043558,0.07142857142857142,0.14594594594594595~0.7534246575342466,0.5,0.6785216178521617,0.7070285316631872,0.6984016678248783,0.7241139680333565,0.01652892561983471,0.057971014492753624,0.01841004184100418,0.021959459459459457,0.007531040097699981,0.047619047619047616,0.032432432432432434
2@0.589041095890411,0.9999999999999999,0.50557880055788,0.5970772442588727,0.5232800555941626,0.6101459346768588,0.1652892561983471,0.05314009661835749,0.01506276150627615,0.1554054054054054,0.13189497252188073,0.03571428571428571,0.05945945945945946~0.1452054794520548,0.8333333333333334,0.6903765690376569,0.7571329157967989,0.8019457956914523,0.8714384989576094,0.10743801652892562,0.1706924315619968,0.12887029288702928,0.10641891891891893,0.07205373498880521,0.14285714285714285,0.04594594594594595
2@0.21643835616438356,0.5,0.4707112970711297,0.5281837160751566,0.4836692147324531,0.5364836692147325,0.08429752066115703,0.04750402576489533,0.00920502092050209,0.07094594594594594,0.05800936291471606,0.05952380952380952,0.05675675675675676~0.8794520547945206,0.0,0.3905160390516039,0.5142658315935977,0.40931202223766505,0.5337039610840861,0.1421487603305785,0.060386473429951695,0.015899581589958158,0.14020270270270271,0.1308772644005699,0.09523809523809523,0.05405405405405406
3@0.14246575342465756,0.6666666666666666,0.49860529986053,0.5483646485734168,0.5441278665740097,0.6025017373175816,0.1652892561983471,0.10064412238325282,0.04853556485355648,0.1722972972972973,0.11662935070221861,0.14285714285714285,0.05945945945945946~1.0,0.33333333333333337,0.6729428172942816,0.7188587334725122,0.6803335649756775,0.7241139680333565,0.05785123966942149,0.04428341384863124,0.003347280334728033,0.05743243243243243,0.033380826378994505,0.15476190476190477,0.021621621621621623
3@0.6821917808219178,0.8333333333333334,0.24755927475592746,0.337508698677801,0.2550382209867964,0.3370396108408617,0.25950413223140495,0.03703703703703704,0.0016736401673640164,0.2533783783783784,0.22552411968247507,0.07142857142857142,0.03783783783783784~0.4794520547945206,0.16666666666666666,0.8647140864714086,0.9916492693110648,0.95135510771369,0.08130646282140376,0.4495867768595041,0.143317230273752,0.099581589958159,0.4054054054054055,0.3574190922043558,0.07142857142857142,0.14594594594594595
3@0.1452054794520548,0.8333333333333334,0.6903765690376569,0.7571329157967989,0.8019457956914523,0.8714384989576094,0.10743801652892562,0.1706924315619968,0.12887029288702928,0.10641891891891893,0.07205373498880521,0.14285714285714285,0.04594594594594595~0.2410958904109589,0.8333333333333334,0.6366806136680613,0.8510786360473208,0.65045170257123,0.8533703961084086,0.25950413223140495,0.04106280193236715,0.010878661087866108,0.23310810810810811,0.24974557296967229,0.08333333333333333,0.051351351351351354
3@0.9397260273972603,0.16666666666666666,0.8542538354253835,0.9067501739735561,0.8895066018068102,0.946490618485059,0.0743801652892562,0.08454106280193237,0.03765690376569038,0.07432432432432433,0.047018115204559334,0.047619047619047616,0.07027027027027027~0.2410958904109589,0.8333333333333334,0.6366806136680613,0.8510786360473208,0.65045170257123,0.8533703961084086,0.25950413223140495,0.04106280193236715,0.010878661087866108,0.23310810810810811,0.24974557296967229,0.08333333333333333,0.051351351351351354
4@0.6602739726027398,0.6666666666666666,0.6868898186889818,0.7299930410577592,0.7324530924252953,0.773453787352328,0.051239669421487596,0.08856682769726248,0.04937238493723849,0.05743243243243243,0.042540199470791774,0.047619047619047616,0.03513513513513514~0.07397260273972603,0.0,0.40097629009762903,0.4474599860821155,0.5135510771369006,0.5608061153578874,0.05785123966942149,0.16908212560386474,0.12887029288702928,0.06925675675675676,0.025646244657032365,0.14285714285714285,0.01891891891891892
4@0.6986301369863014,0.6666666666666666,0.43235704323570434,0.5560194850382741,0.4496177901320361,0.5649756775538568,0.1421487603305785,0.04830917874396135,0.014225941422594143,0.125,0.11805414207205372,0.08333333333333333,0.04594594594594595~0.5013698630136987,0.33333333333333337,0.8458856345885634,0.9916492693110648,0.852675469075747,0.9993050729673384,0.19669421487603306,0.04750402576489533,0.003347280334728033,0.2043918918918919,0.19845308365560757,0.10714285714285714,0.03513513513513514
